Dataset ID,Group ID,Request ID,Threshold,MergedSelections,Unselected,Selected,Greeting,Backstory,Justification,Rant,Gratitude,Other,Express Emotion
1,1,1660,2,"i'v never saw a company that so disrespect her clients. i[ bought a ticket from israel to usa which cost a-l-o-t of money.since I'm from israel I'm not familiar with there coin (GBP) or something like that, it looks just like the Euro sign so i was sure i was paying in Euro. a few min after i realized it was not Euro so it means i paid 1000 more (nis) than i thought, i tried to find an email to contect them right away to cancel my flight befot the confirmation of the ticket, but there was no email in the web just phone number in Europe that i cant call. i sent them a massage on facebook which was my only option, beggin them to get back to me..in the mean time i sent an email to paypal asking to not aprove the charge...no one was answering me.... just the next day edreams answered to my facebbok, that i can't cancel the flight and there's nothing to do. in there website they wrote black on white the you can cancel the flight for 25 GBP... the only answer i got from them was trough facebook, and i was begging for an email adresss i could contact and explain, or at least get a better explaintion...but nothing i dont mind paying the fee cuse anyway if ill book a diffrent flight+ the fee it will be cheaper than what i paid in edreams! it's not even the gratest flight there are stops in the middle so i could find a cheaper flight for shore, it was an onest mistake that i was reading the sign wrong, i tried to cancel a less then 5 min after, but nothing... now I'm crying every time i remember this, I'm a student that can't afford this amount for a flying ticket.. i need to work 3 months for this kind of amount..my all vacation rouin...]i will never book frim them again!",i'v never saw a company that so disrespect her clients. ii will never book frim them again!," bought a ticket from israel to usa which cost a-l-o-t of money.since I'm from israel I'm not familiar with there coin (GBP) or something like that, it looks just like the Euro sign so i was sure i was paying in Euro. a few min after i realized it was not Euro so it means i paid 1000 more (nis) than i thought, i tried to find an email to contect them right away to cancel my flight befot the confirmation of the ticket, but there was no email in the web just phone number in Europe that i cant call. i sent them a massage on facebook which was my only option, beggin them to get back to me..in the mean time i sent an email to paypal asking to not aprove the charge...no one was answering me.... just the next day edreams answered to my facebbok, that i can't cancel the flight and there's nothing to do. in there website they wrote black on white the you can cancel the flight for 25 GBP... the only answer i got from them was trough facebook, and i was begging for an email adresss i could contact and explain, or at least get a better explaintion...but nothing i dont mind paying the fee cuse anyway if ill book a diffrent flight+ the fee it will be cheaper than what i paid in edreams! it's not even the gratest flight there are stops in the middle so i could find a cheaper flight for shore, it was an onest mistake that i was reading the sign wrong, i tried to cancel a less then 5 min after, but nothing... now I'm crying every time i remember this, I'm a student that can't afford this amount for a flying ticket.. i need to work 3 months for this kind of amount..my all vacation rouin...",0,1,0,1,0,0,0
1,1,1813,2,"[Daughter has narrowed her Las Vegas trip down to 2 options. One is with US Airways from Manchester via Philly with a 2 hour layover and the other is with United via Newark with a 5 hour layover. ]Now, is the 2 hour option a bit tight to get through Immigration, customs and pick up bags and re check or should she play safe with a 5 hour layover and relax with a meal/drink??[ She will be flying mid June.]","Now, is the 2 hour option a bit tight to get through Immigration, customs and pick up bags and re check or should she play safe with a 5 hour layover and relax with a meal/drink??",Daughter has narrowed her Las Vegas trip down to 2 options. One is with US Airways from Manchester via Philly with a 2 hour layover and the other is with United via Newark with a 5 hour layover.  She will be flying mid June.,0,1,0,0,0,0,0
1,1,2024,2,"[We are considering flying Malaga to Barcelona in late October... ]Can anyone list a specific URL (web address) where you can Pre-pay the Vueling baggage fees, Information please on the cost,, weight and dimensions is also needed.[ (nothing unusual--toiletries, clothes, a few books and magazines, and maybe a few souvenirs.) If we do decide to fly, my wife and I plan to have one checked bag total for the two of us and carry on bags as follows: Wife – purse and a small tote-bag Husband – Portable laptop computer and a small tote bag.]","Can anyone list a specific URL (web address) where you can Pre-pay the Vueling baggage fees, Information please on the cost,, weight and dimensions is also needed.","We are considering flying Malaga to Barcelona in late October...  (nothing unusual--toiletries, clothes, a few books and magazines, and maybe a few souvenirs.) If we do decide to fly, my wife and I plan to have one checked bag total for the two of us and carry on bags as follows: Wife – purse and a small tote-bag Husband – Portable laptop computer and a small tote bag.",0,1,0,0,0,0,0
1,1,2187,2,I [am looking to ]transfer from a Cathay flight from Narita (NRT) to a Dragon Air flight to RGN (Yangon) in HKG. Different PNR's. [I am arriving at 8:35 pm and the RGN flight is at 9:50pm. I am worried about the connection times for me and the luggage in Hong Kong. No other direct flights to RGN for another 24 hours and this trip is already long so any advice is welcome. ]Not sure if I can have AA (as they issued the tickets) in DFW send my luggage directly to RGN? [One element is that Dragon Air is a Cathay affiliate and they are all Oneworld. Flying business class up to HKG if that makes any difference. I had to buy the Dragonair part separately as the cost was prohibitive with AA when it was part of the original ticket.],I transfer from a Cathay flight from Narita (NRT) to a Dragon Air flight to RGN (Yangon) in HKG. Different PNR's. Not sure if I can have AA (as they issued the tickets) in DFW send my luggage directly to RGN? ,am looking to I am arriving at 8:35 pm and the RGN flight is at 9:50pm. I am worried about the connection times for me and the luggage in Hong Kong. No other direct flights to RGN for another 24 hours and this trip is already long so any advice is welcome. One element is that Dragon Air is a Cathay affiliate and they are all Oneworld. Flying business class up to HKG if that makes any difference. I had to buy the Dragonair part separately as the cost was prohibitive with AA when it was part of the original ticket.,0,1,0,0,0,0,0
1,1,2212,2,"[Hi!] Among all the US airlines, which offers the best service and reliability?[ I've heard horrid stories abt flight cancellation, delays, poor service, bad air plane conditions etc. We'll be taking a 6 hr flight from SFO to MCO (Orlando), with 3 kids. Appreciate the feedback. thks v much!!]"," Among all the US airlines, which offers the best service and reliability?","Hi! I've heard horrid stories abt flight cancellation, delays, poor service, bad air plane conditions etc. We'll be taking a 6 hr flight from SFO to MCO (Orlando), with 3 kids. Appreciate the feedback. thks v much!!",1,1,0,0,1,0,0
1,1,1983,2,"[Hi, can anyone help. I have never travelled ]with ryanair [before, or checked in online. If you don't have your boarding pass its £60 for a re-issue at the airport so don't want that to happen. ]I have checked in and printed my boarding pass but its only for the outward journey to Malta. Should I have one to come back or is the pass issued at Valletta. [Tried customer services but can never get through. Thanks]",with ryanair I have checked in and printed my boarding pass but its only for the outward journey to Malta. Should I have one to come back or is the pass issued at Valletta. ,"Hi, can anyone help. I have never travelled before, or checked in online. If you don't have your boarding pass its £60 for a re-issue at the airport so don't want that to happen. Tried customer services but can never get through. Thanks",1,0,0,1,1,0,0
1,1,1700,2,"[We are looking to book LGW to CLT soon. We have flown US Airways to JAX several times recently which involved a change at CLT. ]Currently the fare to CLT is some $100 more than the fare to JAX, using the same flight to CLT.[ Crazy or what? ]Anyone know why the shorter trip is more expensive? [Looks like Delta instead.]","Currently the fare to CLT is some $100 more than the fare to JAX, using the same flight to CLT.Anyone know why the shorter trip is more expensive? ",We are looking to book LGW to CLT soon. We have flown US Airways to JAX several times recently which involved a change at CLT.  Crazy or what? Looks like Delta instead.,0,1,0,0,0,1,1
1,1,1465,2,[i am having a problem finding web sites that have multi city flights.]is it better to book one way from each airport?[ thanks],is it better to book one way from each airport?,i am having a problem finding web sites that have multi city flights. thanks,0,1,0,0,1,0,0
1,1,2367,2,"[The reason of this email is to explain an unfortunate situation, me and other 10 passengers suffered at the Denpasar Airport on the 19 of December 2015. We arrived at the Denpasar airport, 19 of December 2015 with the flight VA65 from Sydney. Virgin. Now, we went to the transit Area in Denpasar and ask for Qatar Airways assistance. Nobody was there to do the checkin for transit passengers. We requested assitance to the airport personnel, but they did not help at all and told us that I we did not want to loose the connection flight, we had to do custom clearance, get our luggage and do the check in again at the Qatar desk. The personnel of the airport was disrespectful and with a total lack of customer service attitude. We had little time to decide and we finally made to the check in counter of qatar at the airport. When we did the check in, we were charged 200.000 rp which I think is completely wrong. 1) The airport tax was included in my ticket as the regulation changed on February 2015, Denpasar Airport tax was included , as I booked my flight during Sept 2015. 2) We were passenger in transit that did not get any help from Qatar or airport personnel and we wanted to take our flight. Passengers in transit should not pay the 200.000 rp. So, for the above stated, and because it was Qatar airways the carrier collecting the money, I am requesting the refund of it as I paid it twice. Another point to have in mind, right now I am at the Denpasar airport again, as a transit passenger, I arrived from Doha with Qatar airways and I am connecting to Sydey with Virgin. Virgin personnel was waiting for us on the transit counter of the airport of Denpasar, we did the check in and we did not pay for anything. So Virgin did his part on this situation, and Qatar did not.]",,"The reason of this email is to explain an unfortunate situation, me and other 10 passengers suffered at the Denpasar Airport on the 19 of December 2015. We arrived at the Denpasar airport, 19 of December 2015 with the flight VA65 from Sydney. Virgin. Now, we went to the transit Area in Denpasar and ask for Qatar Airways assistance. Nobody was there to do the checkin for transit passengers. We requested assitance to the airport personnel, but they did not help at all and told us that I we did not want to loose the connection flight, we had to do custom clearance, get our luggage and do the check in again at the Qatar desk. The personnel of the airport was disrespectful and with a total lack of customer service attitude. We had little time to decide and we finally made to the check in counter of qatar at the airport. When we did the check in, we were charged 200.000 rp which I think is completely wrong. 1) The airport tax was included in my ticket as the regulation changed on February 2015, Denpasar Airport tax was included , as I booked my flight during Sept 2015. 2) We were passenger in transit that did not get any help from Qatar or airport personnel and we wanted to take our flight. Passengers in transit should not pay the 200.000 rp. So, for the above stated, and because it was Qatar airways the carrier collecting the money, I am requesting the refund of it as I paid it twice. Another point to have in mind, right now I am at the Denpasar airport again, as a transit passenger, I arrived from Doha with Qatar airways and I am connecting to Sydey with Virgin. Virgin personnel was waiting for us on the transit counter of the airport of Denpasar, we did the check in and we did not pay for anything. So Virgin did his part on this situation, and Qatar did not.",0,1,0,1,0,0,0
1,1,2056,2,"[Hi everyone, A quick question - we have booked through BA to travel to Bali, via Changi. We're flying British Airways from LHR to Singapore, but our connecting flight is on Jetstar, and as we have quite a long time between flights in Changi (12 hours), we would like to make use of the transit hotel. However, as we will not be checked in from London straight through to Bali, we will have to reclaim our bags from the BA flight and then check in to the Jetstar one. As far as I can tell, both airlines use Terminal 1. My question is: ]will we be classed as transit passengers and therefore be able to use the transit hotel? [My concern is that we will have to clear immigration in order to collect our bags, but then find that we are stuck landside and unable to use the hotel because check-in for our Jetstar flight to Bali doesn't open until several hours after our flight from London arrives. If anyone could put my mind at rest I'd be most grateful - thank you!]",will we be classed as transit passengers and therefore be able to use the transit hotel? ,"Hi everyone, A quick question - we have booked through BA to travel to Bali, via Changi. We're flying British Airways from LHR to Singapore, but our connecting flight is on Jetstar, and as we have quite a long time between flights in Changi (12 hours), we would like to make use of the transit hotel. However, as we will not be checked in from London straight through to Bali, we will have to reclaim our bags from the BA flight and then check in to the Jetstar one. As far as I can tell, both airlines use Terminal 1. My question is: My concern is that we will have to clear immigration in order to collect our bags, but then find that we are stuck landside and unable to use the hotel because check-in for our Jetstar flight to Bali doesn't open until several hours after our flight from London arrives. If anyone could put my mind at rest I'd be most grateful - thank you!",1,1,0,0,1,0,0
1,1,1899,2,"[I have been a Life Member of Qantas Club for years but generally, these days, choose other airlines. For all the smoke and mirrors, Qantas is very ho-hum , ergo, dull and boring. After a series of serious in-flight incidents, the proud kangaroo has had a bit of PR disaster. While Qantas has not had an accident/incident where people died, tarnished is the operative word for them. They are gradually whittling away any benefits at all. Recently I booked with their subsidiary, Jetstar, Sydney - Honolulu return with business options. Here, the add-ons they normally charge to go cattle are generally included. I have a cattle class Sydney-Brisbane return with them as well and that has add-on costs galore. My real beef is the dreadful Jetstar website and lack of connection with that of Daddy QANTAS. In spite of endless patience and a very fast Internet connection, the Jetstar site is woefully slow and has severe Alzheimer's! The site continues to insist that I have no booking for my international leg although I have a confirmed itinerary and a booking number: absolutely a denial that such a booking exists. A call to their customer service department took two days to get through! It kept ringing out or I got a number unreachable message. When I did connect, I was assured there was such a booking but not according to my profile. However, the domestic booking is there! Go figure! With well over 400,000 frequent flyer points, Qantas has a couple of reward options for flight redemptions but of course, taxes can be extreme so one might just as well buy a ticket anyway. To sum up, Qantas] is a dead duck and I avoid them generally. My loyalty is focused elsewhere!", is a dead duck and I avoid them generally. My loyalty is focused elsewhere!,"I have been a Life Member of Qantas Club for years but generally, these days, choose other airlines. For all the smoke and mirrors, Qantas is very ho-hum , ergo, dull and boring. After a series of serious in-flight incidents, the proud kangaroo has had a bit of PR disaster. While Qantas has not had an accident/incident where people died, tarnished is the operative word for them. They are gradually whittling away any benefits at all. Recently I booked with their subsidiary, Jetstar, Sydney - Honolulu return with business options. Here, the add-ons they normally charge to go cattle are generally included. I have a cattle class Sydney-Brisbane return with them as well and that has add-on costs galore. My real beef is the dreadful Jetstar website and lack of connection with that of Daddy QANTAS. In spite of endless patience and a very fast Internet connection, the Jetstar site is woefully slow and has severe Alzheimer's! The site continues to insist that I have no booking for my international leg although I have a confirmed itinerary and a booking number: absolutely a denial that such a booking exists. A call to their customer service department took two days to get through! It kept ringing out or I got a number unreachable message. When I did connect, I was assured there was such a booking but not according to my profile. However, the domestic booking is there! Go figure! With well over 400,000 frequent flyer points, Qantas has a couple of reward options for flight redemptions but of course, taxes can be extreme so one might just as well buy a ticket anyway. To sum up, Qantas",0,1,0,1,0,0,0
1,1,1850,2,"After returning from Mexico with Thomas Cook in the Premier Cabin it has to be stated that the Premier Cabin is NOT WORTH the money. [The benifits of the Premier Cabin are several: *Dedicated check in (no waiting). *Complimentry drinks. *More leg room. *First on (and off) at your destination. THATS it.... You are told you will get a choice of meals; (chicken OR beef is the choice). Your luggage has Priority Hold labels fitted: (they mean nothing). Extra film channels: (the whole plane got them). When returning to the UK (G/Gow) my baggage ends up at Manchester. The Premier Cabin has 49 seats @ £300 per return trp which equals £14700, A LOT OF EXTRA MONEY FOR THOMAS COOK.... Then when you try to get in touch with them to talk about your grievances, they dont want to know, as they have your money and dont seem to care about customer service.. After nearly 2 weeks I am still waiting a response to several emails to them. CONCLUSION: Go on holiday with ANY ONE BUT THOMAS COOK.......]",After returning from Mexico with Thomas Cook in the Premier Cabin it has to be stated that the Premier Cabin is NOT WORTH the money. ,"The benifits of the Premier Cabin are several: *Dedicated check in (no waiting). *Complimentry drinks. *More leg room. *First on (and off) at your destination. THATS it.... You are told you will get a choice of meals; (chicken OR beef is the choice). Your luggage has Priority Hold labels fitted: (they mean nothing). Extra film channels: (the whole plane got them). When returning to the UK (G/Gow) my baggage ends up at Manchester. The Premier Cabin has 49 seats @ £300 per return trp which equals £14700, A LOT OF EXTRA MONEY FOR THOMAS COOK.... Then when you try to get in touch with them to talk about your grievances, they dont want to know, as they have your money and dont seem to care about customer service.. After nearly 2 weeks I am still waiting a response to several emails to them. CONCLUSION: Go on holiday with ANY ONE BUT THOMAS COOK.......",0,1,0,1,0,0,0
1,1,1716,2,"I know Jetstar regularly get a slating for their delays and bad service, so thought it was only fair I shared the excellent experience we had with them recently. [We flew Christchurch NZL to Narita Airport, Tokyo via the Gold Coast Airport. The flights were on time going over, no issues with delays or connections. The flight was delayed an hour coming back, but apart from that we had no issues with onwards connections, lost bags etc. The planes were lovely and service great. The thing that impressed us most was regarding our request to have luggage on the way back. We had booked a while back when they had a 2:1 special (2 fly for price of 1). We booked our basic flights ex Chch. Over the next few weeks we got several emails changing details of our flight. For the most part these were tiny changes: change of terminal, flights changing times by 5-10 minutes (in our favour), however, one of the changes was canning the return flight to Chch and putting us on a flight to Auckland, then a domestic flight to Chch. We didn't have any choice but to accept this as our trip was on quite a tight timeframe. Later we decided that we wanted to have one person with 10kg baggage on the way back to allow for a few souvenirs we planned to get. When we went to do this online, we found that it would cost us $98 (which we were prepared to pay) plus $15 more because of the domestic flight we now had through the change to their scheduling. We decided to wait until the airport and ask them there to waive the $15 as it was not our choice to do that leg. The lady at the airport counter spent quite a bit of time going through our booking history, then she handed us our boarding passes and said no problem. I pulled out my cc to pay for the Narita-AKL baggage and she said there was no charge for that either. We had asked for one person to have 10kg and she loaded 15kg baggage on both our tickets for free. We thought that was pretty good and were happy with that! When we got onto the Gold Coast-Auckland leg of our return flight we discovered we had exit row seats and then when the food trolley came round, the hostess informed us we each had $10 voucher for food. This was our first time flying long haul with a LCC. Even without the freebies we got as compensation for the change of return flight, we found it a good experience and would happily fly Jetstar long haul again out of NZ/Australia.]","I know Jetstar regularly get a slating for their delays and bad service, so thought it was only fair I shared the excellent experience we had with them recently. ","We flew Christchurch NZL to Narita Airport, Tokyo via the Gold Coast Airport. The flights were on time going over, no issues with delays or connections. The flight was delayed an hour coming back, but apart from that we had no issues with onwards connections, lost bags etc. The planes were lovely and service great. The thing that impressed us most was regarding our request to have luggage on the way back. We had booked a while back when they had a 2:1 special (2 fly for price of 1). We booked our basic flights ex Chch. Over the next few weeks we got several emails changing details of our flight. For the most part these were tiny changes: change of terminal, flights changing times by 5-10 minutes (in our favour), however, one of the changes was canning the return flight to Chch and putting us on a flight to Auckland, then a domestic flight to Chch. We didn't have any choice but to accept this as our trip was on quite a tight timeframe. Later we decided that we wanted to have one person with 10kg baggage on the way back to allow for a few souvenirs we planned to get. When we went to do this online, we found that it would cost us $98 (which we were prepared to pay) plus $15 more because of the domestic flight we now had through the change to their scheduling. We decided to wait until the airport and ask them there to waive the $15 as it was not our choice to do that leg. The lady at the airport counter spent quite a bit of time going through our booking history, then she handed us our boarding passes and said no problem. I pulled out my cc to pay for the Narita-AKL baggage and she said there was no charge for that either. We had asked for one person to have 10kg and she loaded 15kg baggage on both our tickets for free. We thought that was pretty good and were happy with that! When we got onto the Gold Coast-Auckland leg of our return flight we discovered we had exit row seats and then when the food trolley came round, the hostess informed us we each had $10 voucher for food. This was our first time flying long haul with a LCC. Even without the freebies we got as compensation for the change of return flight, we found it a good experience and would happily fly Jetstar long haul again out of NZ/Australia.",0,1,0,0,0,0,0
